record name;time length(s);states;ow
C36;294;k-cl-str-cl-a-cl-str-st-w-str-str-str-a-w-cl (11s)-w-str-exp (9s)-k-w (3s)-cl (3s)-w (3s)-cl-a-w-cl (6s)-w (3s)-wf (4s)-w-cl (7s)-a-cl (4s)-a-cl (3s)-w-st-a-str-str-exp (11s)-str-str-w (5s)-str-li-a-w-a-w (5s)-k-w (3s)-a-w (4s)-a-w (4s)-st-w (6s)-str-str-str-w-cl (6s)-a-cl (5s)-str-cl (4s)-str-str-str-str-a-w-str-str-str-w (4s)-cl (11s)-a-li (4s)-w-cl (3s)-w (3s)-cl (4s)-a-cl (6s)-a-cl (4s)-w-wf-stf (3s)-str-str-a-li (4s)-w-cl (3s)-w (3s)-cl (4s)-a-cl (6s)-a-cl (4s)-w-wf-st (3s)-str-str-w (3s)-wf-str-str-k-w (3s)-st-cl-w-str-w (3s)-wf (3s)-w-cl (27s);
C37;118;cl-k-cl (13s)-str-cl (5s)-li (8s)-w-cl-a-cl (8s)-a-cl-w-wf-w-li (5s)-cl (8s)-a-cl (11s)-a-cl (5s)-str-str-str-cl-str-w-a-ow-w (7s)-cl-w (9s)-cl (5s);aggressive reaction in face of another an
C38;171;w (5s)-a-cl (5s)-w (5s)-wf-a-wf (5s)-stf-str-wf-stf-wf (4s)-k-w-wf-a-w-st-cl (4s)-str-str-a-str-str-a-cl (4s)-a-a-ow-w (3s)-str-w (4s)-str-str-str-w (5s)-st-str-a-w-str-str-str-w (5s)-str-w (13s)-cl (5s)-li (23s)-cl;aggressive reaction in face of another an
C39;294;li (9s)-a-st (5s)-w-st-w-str-str-str-wf-str-str-wf-str-wf-str-str-str-str-str-str-w (5s)-cl-w-wf (16s)-cl (9s)-w-wf (8s)-cl (5s)-wf (6s)-str-wf (5s)-w (14s)-cl (6s)-w (8s)-k-w (6s)-li (4s)-str-li-w (7s)-str-str-str-str-cl (17s)-k-str-str-str-str-str-str-str-w (3s)-str-str-str-str-str-str-str-cl-str-cl (8s)-str-st (4s)-cl (6s)-str-a-w (4s)-a-w-cl (5s)-w (6s)-a-cl (10s)-w (3s)-a-w (7s)-a-w;
C40;157;li (7s)-str-cl (5s)-li-str-cl (3s)-str-a-cl-w-cl (8s)-li-cl (22s)-a-w-cl (8s)-a-k-cl (19s)-a-cl (18s)-w (7s)-cl (7s)-st-cl (28s);
C41;184;exp (75s)-str-str-str-str-str-str-str-str-str-str-str-exp (4s)-str-str-str-str-str-exp (40s)-a-exp (19s)-a-w (10s)-a-w;
D49;296;cl (46s)-a-cl (20s)-w-cl-w (3s)-str-st-w (3s)-cl (30s)-a-cl (20s)-st-cl (8s)-str-cl (4s)-k-cl (20s)-w-st-cl (17s)-w-cl (34s)-a-cl-a-cl (7s)-li-cl-li (8s)-cl-str-li (5s)-cl-li (14s)-w-cl (11s)-li (10s);
D50;242;w-str-w-st-w-cl (4s)-st-w (3s)-st-str-wf-w (20s)-cl (12s)-str-str-str-cl (8s)-li-cl-w-cl-st (3s)-cl-w-wf-cl-w-k-cl (3s)-a-cl (3s)-w-cl-w-wf (3s)-a-wf-k-str-wf (6s)-cl (14s)-w-cl (4s)-k-str-w-st-str-w (7s)-cl (38s)-w-cl-w (3s)-cl-w (3s)-cl-wf (3s)-w (4s)-a-k-wf-w (7s)-cl (4s)-w (14s)-stf (10s);
D52;222;str-str-cl-str-w-st-str-cl (6s)-str-str-cl-str-cl-a-cl (3s)-str-str-li-str-w-str-str-cl (14s)-a-w (5s)-cl-w-st-a-cl (3s)-str-w-str-str-k-w-cl (3s)-w (7s)-cl-str-w-str-str-str-str-w (5s)-cl (3s)-w-wf-w (10s)-a-w (7s)-cl (5s)-w-str-li-cl (10s)-w (3s)-cl (13s)-k-cl (6s)-li-w-st-a-w-cl (3s)-w-k-w (4s)-cl (14s)-wf-cl (4s)-str-str-str-cl;
D53;231;w-cl (24s)-st-cl (46s)-w (3s)-cl-str-cl (37s)-li (6s)-a-cl (24s)-w-str-w (4s)-cl (5s)-w-st-cl-w (4s)-st (6s)-cl (4s)-li (9s)-st-w (3s)-cl (21s)-str-cl (21s);
D56;186;str-str-cl (11s)-str-cl-str-a-str-str-cl (6s)-a-w-cl (6s)-w-str-str-cl (3s)-str-st (5s)-w (5s)-st (3s)-str-st (3s)-cl (9s)-w (4s)-cl-w (6s)-k-w-cl (11s)-a-cl (4s))-w (3s)-k-str-a-str-str-w (3s)-str-w-cl-str-str-w-str-w (3s)-cl-w-cl (4s)-a-li-cl (4s)-w (5s)-cl (13s)-w (3s)-st-w (4s)-k-w (5s)-cl (10s);
E73;221;cl (5s)-a-cl (7s)-li-cl (15s)-li (3s)-w-st (3s)-w-cl (18s)-a-st (4s)-a-cl (5s)-w (3s)-cl (4s)-a-cl (7s)-li-cl (11s)-k-cl (18s)-st-cl (11s)-li-cl-li (5s)-cl (32s)-w-cl-str-a-str-cl-str-cl-str-cl (4s)-str-cl (8s)-str-cl (19s);
E74;210;st-li (3s)-cl (4s)-st (4s)-li (4s)-st-cl (3s)-str-st (12s)-cl (3s)-st-li (4s)-cl (4s)-w-st (3s)-cl-li (3s)-cl-li (3s)-st-cl (24s)-w (6s)-str-st (3s)-cl (9s)-st (4s)-cl (18s)-str-a-str-a-str-str-str-cl-a-st (3s)-cl-str-str-cl (8s)-str-str-cl (5s)-str-cl (10s)-li (9s)-cl (3s)-a-cl (7s);
E76;221;cl (14s)-w-cl-str-a-cl-a-cl (5s)-a-str-w (3s)-str-cl (14s)-w-cl-a-cl (10s)-w (3s)-st (4s)-w-st-str-st (3s)-w (5s)-st (7s)-cl (5s)-a-k-cl (17s)-a-cl (3s)-k-cl (7s)-str-cl (3s)-w (3s)-cl-w-cl (3s)-a-cl (9s)-a-k-cl (4s)-w (5s)-cl (35s)-li (3s)-cl (4s)-a-k-cl (4s);
E78;184;str-w (5s)-str-w (5s)-cl (3s)-str-st (3s)-li-st-li (3s)-str-st (4s)-str-st (9s)-w (4s)-st (4s)-exp (9s)-st (5s)-exp (13s)-st (3s)-cl (3s)-w (4s)-cl-st-cl-a-st-cl-str-cl-st-exp (4s)-st (5s)-exp (8s)-a-exp (9s)-st (3s)-a-st (4s)-str-st (13s);
E80;232;li (5s)-cl (7s)-k-cl (7s)-w (4s)-st (5s)-a-str-cl (11s)-st (6s)-w (3s)-k-cl (4s)-a-cl (8s)-a-cl (7s)-a-cl-str-cl (7s)-w-cl (10s)-li (7s)-st-str-st (3s)-cl (7s)-str-cl (4s)-a-k-cl-st (3s)-a-st (4s)-w (8s)-st (9s)-cl (44s)-li (3s)-cl (8s)-a-cl (4s)-w-st-cl;
C101;249;a-cl-k-cl (11s)-a-cl (14s)-a-cl (7s)-li (4s)-cl (3s)-a-cl-w-cl (4s)-a-cl (9s)-st (3s)-cl (33s)-a-cl (4s)-a-cl-a-cl (34s)-a-cl (14s)-a-cl-li (3s)-st (4s)-cl-st-a-cl (14s)-a-cl (10s)-a-cl (7s)-li (8s)-cl (3s)-a-cl (15s);
C102;182;w (5s)-a-st (9s)-w (3s)-cl-a-cl (15s)-a-cl (5s)-w-cl (4s)-w (9s)-wf-str-str-w (5s)-a-st (7s)-w-str-st (7s)-w (4s)-li-st (13s)-cl (12s)-w-st (4s)-a-w (3s)-st-str-cl-li-cl (14s)-li (10s)-cl (4s)-a-cl;
C105;205;w-st-w (5s)-st (3s)-cl (25s)-li (4s)-cl-a-k-cl (20s)-w-cl (10s)-w-cl (21s)-a-cl (3s)-li (4s)-cl-a-cl (17s)-a-cl (11s)-str-a-cl (47s)-a-cl (7s);
C106;186;cl (19s)-li (4s)-cl-li-cl (12s)-str-cl (6s)-li (5s)-cl (16s)-a-cl (27s)-st-str-cl (17s)-a-cl (57s);
C108;253;w (4s)-st-w (18s)-a-st-a-st (4s)-a-w (6s)-a-cl (5s)-li (9s)-cl (13s)-st-a-st (5s)-cl (8s)-li (4s)-a-st (9s)-cl (10s)-a-cl-li-cl-w (4s)-st (8s)-str-cl (27s)-a-cl (12s)-w-st (3s)-cl-str-st (7s)-w-cl (28s)-st (3s)-cl (8s)-st (5s);
A57;162;w (3s)-cl-w-str-w-a-w-cl-a-w-a-w-a-w (5s)-cl-str-a-w (5s)-cl-a-w (3s)-k-w (4s)-a-exp (52s)-st-exp (24s)-str-exp (18s)-cl-w-cl-w;
A58;111;cl (3s)-w-st-w-a-a-w-cl-w (4s)-cl (6s)-w-st (13s)-k-w (6s)-cl-exp (11s)-a-w (9s)-cl-w-cl-li-cl (3s)-li-str-cl-li-cl-w-cl-w-k-cl-li-k-cl-w-a-w;
A59;164;w-cl-w-wf-w-wf-w-k-w-a-w-a-w-cl-w (3s)-a-w-a-w (6s)-cl-w (8s)-cl-w-wf-w (3s)-a-w-a-w (6s)-cl-w (8s)-cl-w-wf-w (3s)-wf (3s)-cl-li-w-cl-w (4s)-wf (3s)-cl-w-wf (9s)-a-w-wf-w (3s)-wf-a-w-a-w (6s)-a-w (7s)-cl-w-a-exp (18s)-cl (3s)-li-w (3s)-str-w-a-w-a-w (6s)-a-w-cl-a-w;
A60;127;cl-w-cl-li-cl-w-cl (7s)-li-cl-w-st-cl (7s)-a-cl-a-a-cl (3s)-w-cl-a-cl-st-w-a-cl (5s)-w-wf-w-wf (3s)-w (4s)-wf-w-cl-w-wf (3s)-w-wfa-w-wf-w (5s)-wf (7s)-w-wf-li (4s)-a-wa-w-st-w-a-w;
A61;180;cl-w (3s)-cl-a-cl-a-cl-a-cl-w (3s)-a-w (3s)-cl-a-cl-w-a-w-cl (3s)-a-cl-a-cl-w (3s)-cl (4s)-w-cl-w (3s)-wf-str-w-str-w (3s)-cl-a-cl-w-a-cl-str-w (5s)-a-w (8s)-a-w-wf-w (9s)-a-w-st-w (5s)-a-w (4s)-cl-a-w-wf (3s)-w-cl (3s)-w-a-st-w-a-w-cl-li-cl (6s)-a-cl (8s)-w-st-k-w (4s);
A62;98;li-k-w-a-w-wf-w-wf-w-wf-w-wf (5s)-w-st-w-cl-w-wf-w-li-a-w-cl-k-w-k-w (5s)-cl-w (6s)-a-exp (10s)-st-exp (12s)-a-w-a-w (3s)-a-w;
A63;241;cl (9s)-atr-w-wf-w-cl (3s)-li-cl-str-wf-cl (10s)-li-cl (5s)-wf (5s)-cl (4s)-w-str-cl (3s)-a-w-cl (6s)-w-cl (13s)-li (10s)-cl (5s)-st-cl (3s)-w-wf-str-a-w-cl (7s)-w-wf-w-cl (4s)-li (5s)-k-cl-w (3s)-l-cl (3s)-exp (21s)-a-w-a-str-w (4s)-st (5s)-cl (7s)-w-a-w-wf-w-a-a-cl-a-cl-w-a-w-ch (4s)-w;
B38;243;w-k-w-wf-str-w-str-w-wf-str-w (7s)-str-w (3s)-str-w (5s)-a-w (4s)-st-w (9s)-a-w-cl-li-cl (4s)-k-w-wf-w-str-w (4s)-str-wf (8s)-w-cl-w-cl-w-cl-a-k-w-cl-str-w (6s)-st-li (3s)-w-str-w (4s)-a-w-a-w-cl (8s)-w-k-w-st-k-w-wf-w (5s)-wf-a-w-cl (3s)-w-stf (5s)-w-wf (6s)-str-w (5s)-wf (4s)-w-cl (4s)-wf (4s)-str-stf-k-w-str-w-a-w (5s)-str-li (3s)-w (4s)-li-w-str-exp (39s)-a-cl-w-st-li-w-wf-w (7s)-wf (7s);
B39;72;cl-w-k-w-cl (3s)-w-cl (3s)-k-wf (5s)-k-w (8s)-a-li (4s)-w (3s)-wf-w-cl (4s)-a-w-wf-st-w (6s)-a-wf (7s)-k-w-st (4s)-w (4s)-a-w-str-li-k-k;
B40;296;cl-li-cl (12s)-w-cl (4s)-w-cl (3s)-w-cl (10s)-st-w-cl (4s)-st-li (3s)-cl (3s)-w-str-w-cl (5s)-w-li-cl (8s)-w (3s)-cl (3s)-li-cl (3s)-li-cl (10s)-w-cl (8s)-k-w (3s)-cl (13s)-w (3s)-cl-k-cl-w (3s)-cl (3s)-li-cl-li-cl (11s)-ow-w (5s)-cl (6s)-w (6s)-st-w (8s)-cl-li-cl (10s)-li-cl-w (5s)-cl (12s)-k-w-cl-a-w-cl-w-cl-w-cl (3s)-li-w-st-li-w-cl (9s)-st-str-st-cl-li-cl (6s)-k-cl (8s)-k-cl-w-cl (4s)-w-cl (9s)-w-cl-li (4s)-cl (3s)-w-cl-w-cl (5s);
B41;282;wf-str-wf-w (3s)-st-cl-li (4s)-str-w-cl (3s)-w (5s)-wf-w-k-w (3s)-k-w (3s)-str-li-cl (5s)-w-st-k-exp (9s)-cl-a-w-k-w (5s)-str-exp (19s)-a-exp (62s)-a-exp (33s)-cl-w (10s)-wf (5s)-w-st-cl-li-w-cl-k-w (6s)-cl-k-cl (4s)li-cl-w (3s)-wf-stf (47s);
B42;150;cl-wf-w-cl (4s)-k-cl (5s)-st-li (4s)-w (3s)-k-w-cl (9s)-w-cl-w (5s)-k-w (12s)-cl-k-w-k-w (3s)-wf-w (4s)-wf (5s)-cl (15s)-w-li-w-wf-w-cl (5s)-k-w-cl-str-w (6s)-cl (3s)-k-w (6s)-a-li-cl-w-cl-w-k-w (9s)-wf-k-w-cl;
B43;100;w-cl-w-cl-k-w (3s)-cl-li-w-cl-a-w-cl (7s)-w-cl-w-cl-li-w-cl (6s)-w-li-a-w-st-w (4s)-st-w (4s)-cl (5s)-a-cl (3s)-w-cl (3s)-w-cl (3s)-k-w-k-w-cl (8s)-w-a-cl-w (3s)-a-w (4s)-cl (5s);
C47;263;w-st-w-st-cl (3s)-li-cl (4s)-a-k-cl-a-w-st (3s)-cl (8s)-w-cl (4s)-w (5s)-st-w (3s)-cl (6s)-li-cl (17s)-k-cl-k-cl (11s)-w (5s)-a-w-cl-w-st (4s)-w-st (16s)-w-wf-str-cl (19s)-w-st-cl (3s)-li-st-cl (6s)-str-w (7s)-str-str-cl (7s)-w (4s)-a-cl (5s)-li (6s)-cl (11s)-st-cl (6s)-str-w (7s)-str-str-cl (7s)-w (4s)-a-cl (5s)-li (6s)-cl (11s)-w-cl (10s)-a-cl (7s)-w-st-w-a-k-w (3s)-cl (19s)-st (5s)-li-cl (5s);
C48;279;cl-str-str-str-cl-w-cl (22s)-li-cl (13s)-w-st-w (5s)-li-cl-w (5s)-str-w-str-w (23s)-cl (9s)-str-cl-a-k-cl (13s)-li (6s)-cl (3s)-w (3s)-st-w-k-cl-w-st-li (14s)-st (6s)-w (8s)-cl (17s)-w-st (5s)-w (3s)-cl (4s)-w-li (5s)-st (4s)-str-w-cl (3s)-w (5s)-st-li-w (12s)-cl (32s)-w-cl;
D38;169;wf (3s)-str-w-st-w-a-li-str-w-k-w-a-w-li (6s)-w (3s)-a-w (3s)-cl (9s)-ow-cl-w-cl (5s)-str-a-st-w (3s)-st-k-str-w-st-cl (7s)-st (3s)-cl (4s)-st (7s)-a-w-k-w-st (3s)-li (3s)-st (3s)-k-a-w-str-w-cl-w-a-w (4s)-cl (9s)-w-a-w (6s)-str-w (7s)-cl (8s)-w-str-cl (4s)-li (7s);push of the aphid
D39;170;a-st (8s)-cl-st-cl (4s)-st (27s)-a-li (3s)-w (3s)-cl (6s)-a-str-cl (4s)-w-st-w-st-w (4s)-st-cl (3s)-a-st-cl (27s)-st (5s)-a-cl (21s)-str-st (4s)-cl (16s);
D41;211;cl (8s)-st (3s)-cl (3s)-st-cl (20s)-str-cl (19s)-w-cl (37s)-li-cl (5s)-st-cl (5s)-k-cl-a-cl (4s)-a-cl-w-cl (3s)-a-w (16s)-a-w (3s)-wf (6s)-cl-li (3s)-st-cl-li (17s)-w-st-w-cl (8s)-a-k-a-w (3s)-st-w-a-w (3s);
D42;227;stf-wf-stf-wf-stf-w-wf-stf (4s)-w (9s)-st (5s)-a-li (4s)-st-li (8s)-a-li (18s)-w-k-w-str-w-wf (4s)-w-a-wf-stf (5s)-w-str-st (23s)-w-st (31s)-w-a-w-a-ow (10s)-cl (4s)-w (4s)-st (9s)-cl-st (7s)-cl (10s)-li (8s)  ;
D45;251;w-cl (3s)-a-str-st-w-st-w-a-w-cl (10s)-li-cl (14s)-w-cl (10s)-w (3s)-st-str-a-w-a-w (4s)-st-cl-st-k-w-str-w-st-w (4s)-a-cl (3s)-a-w (16s)-st-w-a-w (4s)-st-w (9s)-wf (10s)-a-str-w (6s)-cl (7s)-w-str-cl-w-wf-stf (7s)-w-wf (4s)-k-str-st (6s)-k-w-str-st (13s)-a-w (4s)-st-wf-w-st (5s)-li (12s)-k-w (7s)-a-w (7s)-a-w;
E33;222;li-cl (16s)-st (8s)-cl (6s)-a-cl (4s)-a-a-cl-st (13s)-cl (12s)-a-st (10s)-cl (10s)-st (25s)-w-st (5s)-cl (5s)-st (10s)-cl (3s)-st-a-cl (11s)-st (5s)-cl (4s)-li-cl (6s)-w (3s)-wf-st (3s)-w-cl (7s)-str-cl (5s)-li (3s)-a-st-a-st (5s)-cl;
E34;176;cl-li-cl-a-cl-k-cl-a-cl (8s)-st-w (3s)-cl-a-cl-str-cl (9s)-st (3s)-cl (7s)-st-cl (11s)-a-cl (20s)-str-w-cl (5s)-st-a-cl (3s)-a-cl-w-cl (5s)-st-cl (4s)-st (4s)-cl (9s)-a-cl (4s)-str-st (6s)-cl (4s)-w-st (26s);
E36;158;st-w-st-str-w (3s)-st (7s)-w (3s)-cl-a-cl (5s)-li (3s)-str-str-str.w.str-w-str-w-wf-str-w (4s)-str-wf-a-exp (12s)-a-st-w (3s)-cl-li (3s)-st (19s)-cl-w-cl (3s)-st-w (4s)-str-str-str-str-w-st-a-w (3s)-st-w-str-w (4s)-str-w (6s)-a-w-a-st (3s)-a-st (3s)-w-str-w-str-cl (4s);
E38;130;cl-st (13s)-cl (16s)-st (4s)-k-cl (3s)-st-cl-st (15s)-cl (10s)-w-cl (5s)-a-cl (7s)-st (20s)-cl (18s)-st (14s)-ow-cl (3s)-st (8s)-cl (7s)-st (5s)-cl-k-cl (16s)-st-cl (3s);
E83;93;a-w-a-a-w (3s)-cl-a-cl (3s)-w-a-w-a-w-a-w-str-w (5s)-a-w (3s)-str-cl-a-cl-w (3s)-a-w-cl-a-w (4s)-a-k-a-w (10s)-a-w-a-cl (3s)-w-a-str-w-str;
E84;233;cl-a-cl (6)-w-cl (3s)-w-cl (4s)-w-cl (6s)-w-cl (6s)-a-cl-w-cl (4s)-w-k-cl (7s)-a-cl (3s)-li-cl (3s)-li-cl (7s)-a-cl-a-cl (7s)-a-cl-a-cl (6s)-w-cl (4s)-w-cl (4s)-li (3s)-cl (3s)-k-cl (3s)-a-cl (7s)-w-cl (5s)-w-cl (5s)-w-cl (4s)-a-a-cl (10s)-a-cl-li (3s)-cl (8s)-a-k-cl (6s)-str-st-cl (6s)-a-cl (7s)-a-cl (4s)-li-cl (5s)-w-cl (4s)-w-cl-str-cl (3s)-w-cl-a-st-cl (8s)-w-cl-str-cl (12s);
E86;198;cl (3s)-a-cl-a-li-cl-a-a-cl (4s)-w-cl-st (3s)-w-cl-a-cl-a-w (3s)-st (3s)-w (3s)-cl (4s)-st-w-a-w-st-w (4s)-a-w (5s)-cl (6s)-k-a-cl (3s)-st (7s)-li-cl-a-w (3s)-st (3s)-a-cl (3s)-w-cl (3s)-w (4s)-cl (5s)-w-cl (6s)-a-cl (3s)-w-cl (6s)-a-cl (9s)-w-li-cl (6s)-k-cl (3s)-w-cl (13s)-w-cl-a-cl-a-cl (9s)-li-w-cl-a-cl (7s);
E88;185;wf-w-str-st (4s)-li-st-w-st (3s)-a-w (5s)-cl (4s)-wf (7s)-a-w (3s)-a-k-w-wf-str-w-str-a-w-a-w (3s)-wf (5s)-str-str-w (3s)-a-a-w (4s)-a-cl (3s)-w (10s)-st (4s)-cl (40s)-li (3s)-cl (16s)-a-cl (13s)-a-cl (19s);
E90;124;cl (5s)-a-cl-st-cl (7s)-a-cl (4s)-st (10s)-cl (17s)-li-a-li-cl-a-cl (5s)-w-cl-w-cl-a-cl-a-cl-a-cl (4s)-a-exp (10s)-st-a-w (6s)-a-k-a-st (3s)-w-st-exp (16s);
C112;238;w-a-st (4s)-cl (6s)-w-cl (5s)-w-cl (5s)-w-cl-a-str-a-str-w-a-a-w-a-w (10s)-cl (8s)-st (4s)-a-w-a-a-cl (18s)-st (17s)-li (5s)-w (6s)-str-str-str-str-a-st (3s)-str-cl-a-str-a-str-a-a-w (5s)-st (11s)-str-str-str-st (10s)-a-st (6s)-w (4s)-st (5s)-w (8s);
C113;204;li (6s)-cl (3s)-k-cl-a-cl (3s)-a-cl (47s)-a-cl (9s)-str-str-cl-a-cl (4s)-a-cl (15s)-a-cl (9s)-a-cl (26s)-li (6s)-cl (7s)-a-cl (10s)-a-cl (7s)-a-cl (3s)-a-cl (5s)-a-cl (9s);
C115;195;w-cl-li (3s)-cl (3s)-a-li (6s)-cl (3s)-li (6s)-st (5s)-w-cl-str-a-cl-a-w-cl-st-w-st (12s)-cl-str-st-a-cl-w-st-a-st-w-st-exp (8s)-st-exp-str-exp (31s)-str-str-w (5s)-a-w (5s)-a-w-cl (5s)-w (8s)-st (3s)-w (8s)-st (3s)-w (8s)-a-w (4s)-a-w-st (3s)-str-w-a-w;
C116;166;li-cl-li (3s)-cl (17s)-st (4s)-cl (20s)-st (14s)-a-cl (13s)-st (6s)-a-cl (12s)-st-w-st-cl (7s)-st (7s)-w-cl (12s)-st (33s);
C118;231;cl-w (4s)-cl (6s)-a-w-st (3s)-li (3s)-st-li (6s)-cl (21s)-a-cl (14s)-a-cl (3s)-li (9s)-st (10s)-cl (8s)-st-str-st (19s)-cl (4s)-st (30s)-a-cl (3s)-st-a-cl (7s)-a-str-cl (14s)-a-cl-a-cl (16s)-st (3s)-cl-st (8s);
A69;336;st (4s)-w (3s)-li-w-k-st (6s)-cl (4s)-str-cl-str-a-str-cl-str-cl (9s)-w-str-cl (4s)-str-cl (7s)-str-cl (13s)-str-st (4s)-w (9s)-str-w-str-w-cl (4s)-li-cl (4s)-st-cl-str-cl-str-cl-str-cl (6s)-st (19s)-w-str-w-cl (6s)-li-cl (17s)-li-cl (17s)-st-cl (14s)-str-cl-st-cl (14s)-st (9s)-cl (21s)-str-cl (6s)-li (4s)-cl (12s)-str-cl (14s)-a-k-str-cl;
A70;166;w-cl-li-st-cl (14s)-a-k-w-st-cl (6s)-a-st (8s)-a-w (3s)-str-w-li-w (6s)-st-w (3s)-k-w (3s)-a-w (4s)-cl-w (11s)-str-w-wf (10s)-exp (16s)-a-exp (26s);
A71;227;st (55s)-cl-str-cl (14s)-st-w-wf-w-a-w-wf (3s)-cl-li (13s)-st (27s)-li (3s)-cl (3s)-st (10s)-li-cl (4s)-st (11s)-cl-str-w-cl (7s)-st-cl (23s)-st;
A72;224;cl-li (4s)-str-li (4s)-k-st-cl-st-cl-a-st (14s)-w (6s)-st (4s)-cl (48s)-k-st (11s)-cl (4s)-a-w-st (5s)-cl (14s)-a-st-str-st (30s)-cl (36s)-a-st (9s)-a-st-cl (8s);
A73;155;w (3s)-str-w-str-w (7s)-st-li-st-a-st (17s)-a-st (61s)-str (3s)-st-str-cl-w (4s)-a-w (4s)-a-w (7s)-st-cl-k-cl-li-w;
A74;129;li-w (6s)-str-w (5s)-str-w (9s)-st-str-w (4s)-li-str-w-st-w-st-li (4s)-st-li (12s)-st (18s)-w (20s)-st;
A75;247;wf (8s)-stf-wf (9s)-stf-wf (14s)-stf-wf-stf (20s)-w (3s)-k-w (13s)-stf (21s)-li-w (3s)-st-a-w (6s)-str-w (5s)-a-k-w-str-w (19s)-li-a-stf (7s)-w-str-k-w (3s)-k-w-a-w (3s)-a-a-li-str-a-li (7s)-st-w (7s)-st-w (3s)-a-w (26s);
B49;143;st (3s)-a-st-a-w-a-w-str-w (4s)-a-w-str-w-a-w-a-w (5s)-a-w (3s)-li-cl-a-cl-w-cl (4s)-li (5s)-cl-str-cl-str-cl (3s)-a-cl (3s)-w-cl-w-cl (4s)-w (3s)-cl-li-cl (3s)-a-cl (3s)-w-a-w-cl (3s)-str-li (3s)-w-cl (7s)-st-cl (4s)-str-st-cl-str-st-cl (4s)-li-cl (3s)-a-cl-w (6s)-str-st-a;
B50;334;w-str-w-str-w-str-wf-str-w-str-wf (3s)-str-wf (3s)-str-w-a-w-str-cl-w-a-w-a-w-wf-str-a-w-wf-w-str-a-w (3s)-str-w (3s)-cl-li-w (5s)-k-w (4s)-st-w-st-w-st-w-st-a-w-cl (3s)-a-cl-a-w-a-exp (19s)-li (5s)-a-w (3s)-cl (6s)-st-str-st-w (7s)-a-w (3s)-st-w (9s)-st-w-a-w (4s)-st-exp (11s)-cl-a-w (8s)-a-st-w (4s)-cl-w-st-w (4s)-a-w (7s)-a-st (4s)-w-k-w-st-str-w (3s)-a-w-str-w-str-exp (11s)-a-a-exp (12s)-wf-w-cl (14s)-li-cl (15s)-li-cl (11s)-st-cl (7s)-st (5s)-w-st-cl (21s);
B51;192;st (4s)-cl (11s)-st (8s)-cl (5s)-st (34s)-str-w-wf-str-cl (5s)-str-st (5s)-w (4s)-cl (36s)-st (7s)-li-cl (3s)-st (11s)-cl-st (8s)-str-cl-str-k-w-st-str-cl (4s)-st-a-cl (4s)-k-cl (5s)-st (3s)-cl-st;
B52;232;w (s)-st-w-str-w-str-cl-w-wf-str-wf-a-w-a-w-st-w (3s)-st-str-w-a-w (3s)-cl-w-str-cl (4s)-str-cl (3s)-li (6s)-w-cl (5s)-w (3s)-st-a-str-st (3s)-str-st-str-st-a-str-cl-a-cl (3s)-a-cl-w (9s)-a-w (5s)-st-str-st-str-li-w (3s)-cl (3s)-w-str-a-a-st (7s)-str-a-st-cl (13s)-li-cl (4s)-st (10s)-str-st (3s)-str-st (8s)-cl-a-cl-st-str-a-st (17s)-cl-li-cl-li (6s)-st-a-cl (10s);
B53;138;cl (5s)-st-a-st-str-st-a-st (16s)-w-cl (7s)-w-cl (3s)-str-st (13s)-str-st (4s)-w-st (3s)-str-str-cl-str-w-st (6s)-w-st-cl-a-cl-li-st (6s)-k-st-str-st (23s)-k-a-st;
B54;198;w-a-cl (10s)-a-cl-k-w-st (3s)-w (3s)-cl (4s)-li-cl-li (4s)-cl-li (3s)-a-li (3s)-cl (3s)-str-st (4s)-w (3s)-cl-a-w (3s)-cl-str-cl (5s)-st (4s)-cl-a-str-st (21s)-cl (4s)-str-w (4s)-str-st-a-k-cl (7s)-a-cl-str-a-a-cl (10s)-a-cl (14s)-a-cl-st-cl (19s);
C72;250;cl-w-st-w-st-cl-w-str-st-cl-li-k-a-str-str-a-str-w-st-w (5s)-cl (3s)-a-cl (8s)-st (5s)-cl (14s)-a-st-str-str-w (3s)-k-w-a-a-w-cl (10s)-st (4s)-k-cl (30s)-w-cl (3s)-li (3s)-cl (27s)-w-cl (11s)-li (4s)-cl (26s)-w-st (11s)-cl (11s)-a-cl;
C73;97;w-a-str-w-str-w-st-w-str-w-a-w (3s)-cl (3s)-st (3s)-cl (3s)-a-a-str-k-w-str-str-wf-a-wf-w-str-str-st-a-a-cl (9s)-st (3s)-w-a-w-str-st-str-a-str-w (5s)-a-a-st (4s)-w (4s)-cl;
C74;156;cl-w-str-str-str-st-str-w-cl-k-cl-st-str-st (5s)-a-li-st-a-w-str-a-st (3s)-a-w (5s)-str-a-a-w-str-cl (10s)-k-w-a-w-wf-st (22s)-str-a-st (3s)-cl (11s)-st (5s)-w (3s)-a-st (7s);
C75;222;cl-a-str-a-str-a-str-st-str-a-a-str-st-a-cl (3s)-w (3s)-st-a-a-w-a-a-w (3s)-a-str-a-cl (3s)-a-wf-cl (12s)-a-cl (8s)-w (5s)-cl (10s)-a-cl-w (8s)-str-str-cl (17s)-w-cl (7s)-st-str-cl (8s)-w-cl-a-a-cl (3s)-w (7s)-a-a-a-str-cl (14s)-k-str-a-cl-str-str-str-cl;
